Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM10,PM25
06/17/2021,90,PM2.5,,40-115-9007,AQS,38,32,90
06/17/2022,89,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,40,.,89
06/17/2023,54,PM2.5,,40-115-9007,AQS,35,22,54
06/17/2024,65,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,34,36,65
06/17/2025,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,17,35
06/18/2021,119,PM2.5,,40-115-9007,AQS,34,42,119
06/18/2022,74,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,36,.,74
06/18/2023,37,Ozone,QUAPAW SHELTER,40-115-9004,AQS,37,12,31
06/18/2024,51,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,38,51
06/18/2025,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,12,25
06/19/2021,121,PM2.5,,40-115-9007,AQS,34,34,121
06/19/2022,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,48,.,52
06/19/2023,56,PM2.5,,40-115-9007,AQS,40,30,56
06/19/2024,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,34,58
06/19/2025,50,Ozone,QUAPAW SHELTER,40-115-9004,AQS,50,17,32
06/20/2021,86,PM2.5,,40-115-9007,AQS,33,31,86
06/20/2022,54,Ozone,QUAPAW SHELTER,40-115-9004,AQS,54,.,40
06/20/2023,71,PM2.5,,40-115-9007,AQS,.,39,71
06/20/2024,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,37,59
06/20/2025,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,32,27,52
06/21/2021,44,PM2.5,,40-115-9007,AQS,26,14,44
06/21/2022,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,.,59
06/21/2023,78,PM2.5,,40-115-9007,AQS,43,49,78
06/21/2024,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,29,57
06/21/2025,48,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,28,24,48
06/22/2021,58,PM2.5,,40-115-9007,AQS,31,16,58
06/22/2022,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,.,55
06/22/2023,59,PM2.5,,40-115-9007,AQS,31,33,59
06/22/2024,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,29,55
06/22/2025,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,25,37,58
06/23/2021,66,PM2.5,,40-115-9007,AQS,25,23,66
06/23/2022,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,30,.,52
06/23/2023,63,PM2.5,,40-115-9007,AQS,28,37,63
06/23/2024,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,34,55
06/23/2025,43,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,26,23,43
06/24/2021,76,PM2.5,,40-115-9007,AQS,20,26,76
06/24/2022,60,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,27,.,60
06/24/2023,65,PM2.5,,40-115-9007,AQS,27,30,65
06/24/2024,61,PM2.5,,40-115-9007,AQS,.,36,61
06/24/2025,46,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,32,32,46
06/25/2021,73,PM2.5,,40-115-9007,AQS,19,32,73
06/25/2022,63,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,.,63
06/25/2023,55,PM2.5,,40-115-9007,AQS,48,32,55
06/25/2024,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,31,54
06/25/2025,47,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,23,47
06/26/2021,45,PM2.5,,40-115-9007,AQS,29,9,45
06/26/2022,39,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,27,.,39
06/26/2023,74,PM2.5,,40-115-9007,AQS,32,46,74
06/26/2024,19,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,19
06/26/2025,36,Ozone,QUAPAW SHELTER,40-115-9004,AQS,36,25,30
06/27/2021,48,PM2.5,,40-115-9007,AQS,25,7,48
06/27/2022,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,.,52
06/27/2023,76,PM2.5,,40-115-9007,AQS,32,54,76
06/27/2024,37,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,23,37
06/27/2025,35,Ozone,QUAPAW SHELTER,40-115-9004,AQS,35,19,26
06/28/2021,51,PM2.5,,40-115-9007,AQS,14,13,51
06/28/2022,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,33,.,55
06/28/2023,60,PM2.5,,40-115-9007,AQS,25,32,60
06/28/2024,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,27,52
06/28/2025,31,Ozone,QUAPAW SHELTER,40-115-9004,AQS,31,12,27
06/29/2021,49,PM2.5,,40-115-9007,AQS,17,13,49
06/29/2022,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,.,55
06/29/2023,52,PM2.5,,40-115-9007,AQS,43,24,52
06/29/2024,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,19,53
06/29/2025,38,Ozone,QUAPAW SHELTER,40-115-9004,AQS,38,12,31
06/30/2021,57,PM2.5,,40-115-9007,AQS,33,14,57
06/30/2022,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,34,.,53
06/30/2023,54,PM2.5,,40-115-9007,AQS,31,21,54
06/30/2024,33,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,16,33
06/30/2025,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,10,19
07/13/2021,69,PM2.5,,40-115-9007,AQS,61,35,69
07/13/2022,74,Ozone,QUAPAW SHELTER,40-115-9004,AQS,74,.,68
07/13/2023,49,PM2.5,,40-115-9007,AQS,40,19,49
07/13/2024,63,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,40,30,63
07/13/2025,33,Ozone,QUAPAW SHELTER,40-115-9004,AQS,33,9,23
07/14/2021,71,PM2.5,,40-115-9007,AQS,35,52,71
07/14/2022,77,PM2.5,,40-115-9007,AQS,71,.,77
07/14/2023,42,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,36,28,42
07/14/2024,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,34,59
07/14/2025,38,Ozone,QUAPAW SHELTER,40-115-9004,AQS,38,16,31
07/15/2021,61,PM2.5,,40-115-9007,AQS,41,37,61
07/15/2022,93,Ozone,QUAPAW SHELTER,40-115-9004,AQS,93,.,85
07/15/2023,74,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,45,52,74
07/15/2024,80,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,65,80
07/15/2025,43,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,22,43
07/16/2021,48,Ozone,QUAPAW SHELTER,40-115-9004,AQS,48,15,44
07/16/2022,97,Ozone,QUAPAW SHELTER,40-115-9004,AQS,97,.,84
07/16/2023,105,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,84,69,105
07/16/2024,288,Ozone,QUAPAW SHELTER,40-115-9004,AQS,288,57,71
07/16/2025,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,35,55
07/17/2021,56,PM2.5,,40-115-9007,AQS,41,21,56
07/17/2022,93,Ozone,QUAPAW SHELTER,40-115-9004,AQS,93,.,74
07/17/2023,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,52,61
07/17/2024,41,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,15,41
07/17/2025,42,PM2.5,,40-115-9007,AQS,35,28,42
07/18/2021,64,PM2.5,,40-115-9007,AQS,43,25,64
07/18/2022,71,Ozone,QUAPAW SHELTER,40-115-9004,AQS,71,.,60
07/18/2023,79,PM10,QUAPAW SHELTER,40-115-9004,AQS,49,79,78
07/18/2024,67,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,30,67
07/18/2025,58,PM2.5,,40-115-9007,AQS,35,40,58
07/19/2021,84,PM2.5,,40-115-9007,AQS,50,36,84
07/19/2022,119,Ozone,QUAPAW SHELTER,40-115-9004,AQS,119,.,64
07/19/2023,87,PM10,QUAPAW SHELTER,40-115-9004,AQS,47,87,79
07/19/2024,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,24,59
07/19/2025,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,34,57
07/20/2021,90,PM2.5,,40-115-9007,AQS,48,42,90
07/20/2022,129,Ozone,QUAPAW SHELTER,40-115-9004,AQS,129,48,61
07/20/2023,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,45,49,61
07/20/2024,60,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,45,27,60
07/20/2025,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,32,22,52
07/21/2021,115,PM2.5,,40-115-9007,AQS,77,54,115
07/21/2022,97,Ozone,QUAPAW SHELTER,40-115-9004,AQS,97,38,62
07/21/2023,47,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,40,17,47
07/21/2024,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,19,57
07/21/2025,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,25,30,54
07/22/2021,147,PM2.5,,40-115-9007,AQS,58,64,147
07/22/2022,100,Ozone,QUAPAW SHELTER,40-115-9004,AQS,100,32,57
07/22/2023,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,19,52
07/22/2024,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,48,24,61
07/22/2025,62,PM2.5,,40-115-9007,AQS,31,50,62
07/23/2021,94,PM2.5,,40-115-9007,AQS,54,49,94
07/23/2022,74,Ozone,QUAPAW SHELTER,40-115-9004,AQS,74,27,55
07/23/2023,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,49,23,55
07/23/2024,63,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,51,31,63
07/23/2025,52,PM2.5,,40-115-9007,AQS,36,35,52
07/24/2021,79,PM2.5,,40-115-9007,AQS,41,53,79
07/24/2022,58,Ozone,QUAPAW SHELTER,40-115-9004,AQS,58,30,57
07/24/2023,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,40,26,57
07/24/2024,68,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,64,45,68
07/24/2025,51,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,36,34,51
07/25/2021,80,PM2.5,,40-115-9007,AQS,40,53,80
07/25/2022,61,Ozone,QUAPAW SHELTER,40-115-9004,AQS,61,30,57
07/25/2023,62,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,34,62
07/25/2024,73,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,58,38,73
07/25/2025,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,37,53
07/26/2021,77,PM2.5,,40-115-9007,AQS,44,43,77
07/26/2022,61,Ozone,QUAPAW SHELTER,40-115-9004,AQS,61,37,55
07/26/2023,63,PM2.5,,40-115-9007,AQS,45,44,63
07/26/2024,65,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,38,65
07/26/2025,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,19,52
07/27/2021,94,PM2.5,,40-115-9007,AQS,54,58,94
07/27/2022,74,Ozone,QUAPAW SHELTER,40-115-9004,AQS,74,31,52
07/27/2023,71,PM2.5,,40-115-9007,AQS,51,49,71
07/27/2024,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,28,61
07/27/2025,44,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,40,19,44
07/28/2021,86,PM2.5,,40-115-9007,AQS,44,53,86
07/28/2022,64,Ozone,QUAPAW SHELTER,40-115-9004,AQS,64,19,44
07/28/2023,71,PM2.5,,40-115-9007,AQS,54,47,71
07/28/2024,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,30,59
07/28/2025,54,PM2.5,,40-115-9007,AQS,37,41,54
07/29/2021,96,PM2.5,,40-115-9007,AQS,50,54,96
07/29/2022,48,PM2.5,,40-115-9007,AQS,44,22,48
07/29/2023,71,Ozone,QUAPAW SHELTER,40-115-9004,AQS,71,42,70
07/29/2024,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,30,53
07/29/2025,56,PM2.5,,40-115-9007,AQS,46,52,56
07/30/2021,105,PM2.5,,40-115-9007,AQS,49,59,105
07/30/2022,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,12,31
07/30/2023,67,Ozone,QUAPAW SHELTER,40-115-9004,AQS,67,35,56
07/30/2024,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,36,57
07/30/2025,55,PM2.5,,40-115-9007,AQS,46,51,55
07/31/2021,88,PM2.5,,40-115-9007,AQS,61,45,88
07/31/2022,53,PM2.5,,40-115-9007,AQS,39,21,53
07/31/2023,47,Ozone,QUAPAW SHELTER,40-115-9004,AQS,47,21,34
07/31/2024,71,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,53,71
07/31/2025,35,Ozone,QUAPAW SHELTER,40-115-9004,AQS,35,14,23
08/13/2021,53,PM2.5,,40-115-9007,AQS,42,20,53
08/13/2022,63,PM2.5,,40-115-9007,AQS,58,29,63
08/13/2023,39,PM2.5,,40-115-9007,AQS,39,14,39
08/13/2024,51,Ozone,QUAPAW SHELTER,40-115-9004,AQS,51,16,49
08/13/2025,50,Ozone,QUAPAW SHELTER,40-115-9004,AQS,50,16,44
08/14/2021,58,PM2.5,,40-115-9007,AQS,42,23,58
08/14/2022,100,Ozone,QUAPAW SHELTER,40-115-9004,AQS,100,32,62
08/14/2023,31,Ozone,QUAPAW SHELTER,40-115-9004,AQS,31,9,16
08/14/2024,56,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,26,56
08/14/2025,61,Ozone,QUAPAW SHELTER,40-115-9004,AQS,61,28,58
08/15/2021,63,PM2.5,,40-115-9007,AQS,44,28,63
08/15/2022,80,Ozone,QUAPAW SHELTER,40-115-9004,AQS,80,33,60
08/15/2023,8,PM2.5,,40-115-9007,AQS,.,5,8
08/15/2024,41,Ozone,QUAPAW SHELTER,40-115-9004,AQS,41,19,39
08/15/2025,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,41,58
08/16/2021,75,PM2.5,,40-115-9007,AQS,49,39,75
08/16/2022,60,PM2.5,,40-115-9007,AQS,44,33,60
08/16/2023,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,17,30
08/16/2024,64,Ozone,QUAPAW SHELTER,40-115-9004,AQS,64,20,32
08/16/2025,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,36,32,55
08/17/2021,76,PM2.5,,40-115-9007,AQS,45,39,76
08/17/2022,43,PM2.5,,40-115-9007,AQS,38,14,43
08/17/2023,52,PM2.5,,40-115-9007,AQS,45,29,52
08/17/2024,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,11,24
08/17/2025,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,30,27,52
08/18/2021,71,PM2.5,,40-115-9007,AQS,43,34,71
08/18/2022,64,Ozone,QUAPAW SHELTER,40-115-9004,AQS,64,24,63
08/18/2023,57,PM2.5,,40-115-9007,AQS,32,57,57
08/18/2024,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,26,55
08/18/2025,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,48,59
08/19/2021,63,PM2.5,,40-115-9007,AQS,31,24,63
08/19/2022,63,PM2.5,,40-115-9007,AQS,58,30,63
08/19/2023,58,PM2.5,,40-115-9007,AQS,50,32,58
08/19/2024,65,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,42,25,65
08/19/2025,56,PM2.5,,40-115-9007,AQS,45,51,56
08/20/2021,69,PM2.5,,40-115-9007,AQS,36,34,69
08/20/2022,100,Ozone,QUAPAW SHELTER,40-115-9004,AQS,100,23,56
08/20/2023,58,PM2.5,,40-115-9007,AQS,50,36,58
08/20/2024,87,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,40,45,87
08/20/2025,42,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,26,42
08/21/2021,52,PM2.5,,40-115-9007,AQS,40,18,52
08/21/2022,49,PM2.5,,40-115-9007,AQS,45,18,49
08/21/2023,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,39,58
08/21/2024,70,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,45,36,70
08/21/2025,51,PM2.5,,40-115-9007,AQS,42,33,51
08/22/2021,63,PM2.5,,40-115-9007,AQS,44,30,63
08/22/2022,46,PM2.5,,40-115-9007,AQS,46,16,46
08/22/2023,65,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,46,65
08/22/2024,56,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,37,56
08/22/2025,51,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,35,51
08/23/2021,69,PM2.5,,40-115-9007,AQS,43,45,69
08/23/2022,51,PM2.5,,40-115-9007,AQS,49,17,51
08/23/2023,71,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,40,71
08/23/2024,67,Ozone,QUAPAW SHELTER,40-115-9004,AQS,67,37,65
08/23/2025,47,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,31,47
08/24/2021,70,PM2.5,,40-115-9007,AQS,44,49,70
08/24/2022,60,PM2.5,,40-115-9007,AQS,54,26,60
08/24/2023,74,Ozone,QUAPAW SHELTER,40-115-9004,AQS,74,48,69
08/24/2024,75,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,50,38,75
08/24/2025,35,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,31,35
08/25/2021,68,PM2.5,,40-115-9007,AQS,46,44,68
08/25/2022,74,Ozone,QUAPAW SHELTER,40-115-9004,AQS,74,29,63
08/25/2023,69,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,50,52,69
08/25/2024,74,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,48,34,74
08/25/2025,42,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,27,26,42
08/26/2021,85,PM2.5,,40-115-9007,AQS,49,52,85
08/26/2022,63,PM2.5,,40-115-9007,AQS,61,34,63
08/26/2023,44,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,27,44
08/26/2024,80,Ozone,QUAPAW SHELTER,40-115-9004,AQS,80,52,79
08/26/2025,41,Ozone,QUAPAW SHELTER,40-115-9004,AQS,41,27,34
08/27/2021,85,PM2.5,,40-115-9007,AQS,47,46,85
08/27/2022,56,PM2.5,,40-115-9007,AQS,41,22,56
08/27/2023,47,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,17,47
08/27/2024,78,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,48,78
08/27/2025,49,PM2.5,,40-115-9007,AQS,31,33,49
08/28/2021,71,PM2.5,,40-115-9007,AQS,38,46,71
08/28/2022,51,PM2.5,,40-115-9007,AQS,37,18,51
08/28/2023,53,PM2.5,,40-115-9007,AQS,41,21,53
08/28/2024,67,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,47,67
08/28/2025,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,23,11,38
08/29/2021,68,PM2.5,,40-115-9007,AQS,33,38,68
08/29/2022,44,PM2.5,,40-115-9007,AQS,31,19,44
08/29/2023,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,50,31,58
08/29/2024,72,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,45,72
08/29/2025,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,36,12,38
08/30/2021,59,PM2.5,,40-115-9007,AQS,31,31,59
08/30/2022,61,Ozone,QUAPAW SHELTER,40-115-9004,AQS,61,22,42
08/30/2023,70,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,44,70
08/30/2024,66,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,33,66
08/30/2025,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,19,53
08/31/2021,63,PM2.5,,40-115-9007,AQS,44,40,63
08/31/2022,87,Ozone,QUAPAW SHELTER,40-115-9004,AQS,87,26,49
08/31/2023,56,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,42,44,56
08/31/2024,41,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,17,41
08/31/2025,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,25,20,55
09/13/2021,71,PM2.5,,40-115-9007,AQS,44,44,71
09/13/2022,84,Ozone,QUAPAW SHELTER,40-115-9004,AQS,84,34,56
09/13/2023,44,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,16,44
09/13/2024,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,42,34,58
09/13/2025,70,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,48,46,70
09/14/2021,67,PM2.5,,40-115-9007,AQS,39,50,67
09/14/2022,60,PM2.5,,40-115-9007,AQS,54,38,60
09/14/2023,48,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,27,48
09/14/2024,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,33,27,38
09/14/2025,73,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,44,73
09/15/2021,74,Ozone,QUAPAW SHELTER,40-115-9004,AQS,74,21,54
09/15/2022,69,PM2.5,,40-115-9007,AQS,67,46,69
09/15/2023,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,51,33,57
09/15/2024,33,Ozone,QUAPAW SHELTER,40-115-9004,AQS,33,18,29
09/15/2025,78,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,50,78
09/16/2021,67,PM2.5,,40-115-9007,AQS,46,32,67
09/16/2022,75,PM2.5,,40-115-9007,AQS,64,47,75
09/16/2023,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,25,55
09/16/2024,31,Ozone,QUAPAW SHELTER,40-115-9004,AQS,31,17,22
09/16/2025,74,PM2.5,,40-115-9007,AQS,48,67,74
09/17/2021,79,PM2.5,,40-115-9007,AQS,54,39,79
09/17/2022,63,PM2.5,,40-115-9007,AQS,48,30,63
09/17/2023,79,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,42,41,79
09/17/2024,48,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,33,25,48
